Frame,Time,m_avg_PelvisPosX,m_avg_PelvisPosY,m_avg_PelvisPosZ,m_avg_PelvisRotX,m_avg_PelvisRotY,m_avg_PelvisRotZ,m_avg_L_HipPosX,m_avg_L_HipPosY,m_avg_L_HipPosZ,m_avg_L_HipRotX,m_avg_L_HipRotY,m_avg_L_HipRotZ,m_avg_L_KneePosX,m_avg_L_KneePosY,m_avg_L_KneePosZ,m_avg_L_KneeRotX,m_avg_L_KneeRotY,m_avg_L_KneeRotZ,m_avg_L_AnklePosX,m_avg_L_AnklePosY,m_avg_L_AnklePosZ,m_avg_L_AnkleRotX,m_avg_L_AnkleRotY,m_avg_L_AnkleRotZ,m_avg_L_FootPosX,m_avg_L_FootPosY,m_avg_L_FootPosZ,m_avg_L_FootRotX,m_avg_L_FootRotY,m_avg_L_FootRotZ,m_avg_R_HipPosX,m_avg_R_HipPosY,m_avg_R_HipPosZ,m_avg_R_HipRotX,m_avg_R_HipRotY,m_avg_R_HipRotZ,m_avg_R_KneePosX,m_avg_R_KneePosY,m_avg_R_KneePosZ,m_avg_R_KneeRotX,m_avg_R_KneeRotY,m_avg_R_KneeRotZ,m_avg_R_AnklePosX,m_avg_R_AnklePosY,m_avg_R_AnklePosZ,m_avg_R_AnkleRotX,m_avg_R_AnkleRotY,m_avg_R_AnkleRotZ,m_avg_R_FootPosX,m_avg_R_FootPosY,m_avg_R_FootPosZ,m_avg_R_FootRotX,m_avg_R_FootRotY,m_avg_R_FootRotZ,m_avg_Spine1PosX,m_avg_Spine1PosY,m_avg_Spine1PosZ,m_avg_Spine1RotX,m_avg_Spine1RotY,m_avg_Spine1RotZ,m_avg_Spine2PosX,m_avg_Spine2PosY,m_avg_Spine2PosZ,m_avg_Spine2RotX,m_avg_Spine2RotY,m_avg_Spine2RotZ,m_avg_L_CollarPosX,m_avg_L_CollarPosY,m_avg_L_CollarPosZ,m_avg_L_CollarRotX,m_avg_L_CollarRotY,m_avg_L_CollarRotZ,m_avg_L_ShoulderPosX,m_avg_L_ShoulderPosY,m_avg_L_ShoulderPosZ,m_avg_L_ShoulderRotX,m_avg_L_ShoulderRotY,m_avg_L_ShoulderRotZ,m_avg_L_ElbowPosX,m_avg_L_ElbowPosY,m_avg_L_ElbowPosZ,m_avg_L_ElbowRotX,m_avg_L_ElbowRotY,m_avg_L_ElbowRotZ,m_avg_L_WristPosX,m_avg_L_WristPosY,m_avg_L_WristPosZ,m_avg_L_WristRotX,m_avg_L_WristRotY,m_avg_L_WristRotZ,m_avg_NeckPosX,m_avg_NeckPosY,m_avg_NeckPosZ,m_avg_NeckRotX,m_avg_NeckRotY,m_avg_NeckRotZ,m_avg_HeadPosX,m_avg_HeadPosY,m_avg_HeadPosZ,m_avg_HeadRotX,m_avg_HeadRotY,m_avg_HeadRotZ,m_avg_R_CollarPosX,m_avg_R_CollarPosY,m_avg_R_CollarPosZ,m_avg_R_CollarRotX,m_avg_R_CollarRotY,m_avg_R_CollarRotZ,m_avg_R_ShoulderPosX,m_avg_R_ShoulderPosY,m_avg_R_ShoulderPosZ,m_avg_R_ShoulderRotX,m_avg_R_ShoulderRotY,m_avg_R_ShoulderRotZ,m_avg_R_ElbowPosX,m_avg_R_ElbowPosY,m_avg_R_ElbowPosZ,m_avg_R_ElbowRotX,m_avg_R_ElbowRotY,m_avg_R_ElbowRotZ,m_avg_R_WristPosX,m_avg_R_WristPosY,m_avg_R_WristPosZ,m_avg_R_WristRotX,m_avg_R_WristRotY,m_avg_R_WristRotZ,
1308,14.61895,0.0593308,0.4429855,1.107497,3.712274,354.3445,356.4779,0.0001461511,0.3680392,1.079485,352.4721,4.780756,0.3769384,-0.03467741,-0.00307554,1.139506,357.5384,4.561067,1.220924,-0.01304307,-0.4181731,1.119205,9.467627,357.458,0.1409995,-0.05746123,-0.4954699,1.224538,358.2838,0.03953813,1.803743,0.113976,0.3527467,1.093788,350.5123,351.3286,359.7028,0.1450093,-0.01554674,1.155962,0.6206525,351.6332,357.25,0.1129011,-0.4214939,1.112887,10.4403,0.8019276,358.8132,0.1470437,-0.5043724,1.225768,354.3266,0.5773929,357.3662,0.06532579,0.5659254,1.078589,10.03926,353.9921,356.2331,0.06462531,0.6932333,1.12776,15.48254,338.2984,352.8381,0.01016833,0.8632889,1.139395,15.1172,343.2332,21.6594,-0.1061123,0.8649659,1.084836,346.4242,301.6082,67.65366,-0.1766711,0.6313174,1.034117,349.6583,300.0955,74.18906,-0.2497785,0.38923,0.9815667,332.5676,9.759612,60.68092,0.09405737,0.9477536,1.18217,15.48254,338.2984,352.8381,0.06899718,1.018412,1.247904,352.7122,261.8167,0.5362186,0.1520324,0.8450823,1.185213,12.40254,331.6417,324.4818,0.2605483,0.8206417,1.22811,4.884916,294.8628,283.3109,0.3259492,0.5752251,1.246912,10.29985,296.1845,278.9009,0.3930617,0.3233852,1.266206,344.5779,259.1567,296.5995,
1309,14.62998,0.0593308,0.4429855,1.107497,3.712274,354.3445,356.4779,0.0001461511,0.3680392,1.079485,352.4721,4.780756,0.3769384,-0.03467741,-0.00307554,1.139506,357.5384,4.561067,1.220924,-0.01304307,-0.4181731,1.119205,9.467627,357.458,0.1409995,-0.05746123,-0.4954699,1.224538,358.3103,0.07561471,1.625209,0.113976,0.3527467,1.093788,350.5123,351.3286,359.7028,0.1450093,-0.01554674,1.155962,0.6206525,351.6332,357.25,0.1129011,-0.4214939,1.112887,10.4403,0.8019276,358.8132,0.1470437,-0.5043724,1.225768,354.0716,0.7028401,357.2233,0.06532579,0.5659254,1.078589,10.03926,353.9921,356.2331,0.06462531,0.6932333,1.12776,15.48254,338.2984,352.8381,0.01016833,0.8632889,1.139395,15.1172,343.2332,21.6594,-0.1061123,0.8649659,1.084836,347.7622,300.4039,66.14787,-0.1735872,0.632737,1.024343,350.9561,298.8116,72.66383,-0.243499,0.3921202,0.9616652,332.3366,8.146304,59.76416,0.09405737,0.9477536,1.18217,15.48254,338.2984,352.8381,0.06899718,1.018412,1.247904,352.6273,261.7162,0.1149476,0.1520324,0.8450823,1.185213,12.40254,331.6417,324.4818,0.2605483,0.8206417,1.22811,4.940018,294.8022,283.1583,0.3258747,0.5751575,1.246276,10.35842,296.1095,278.7478,0.3929109,0.3232479,1.264918,345.6537,257.9381,296.1215,
1310,14.64112,0.06211194,0.442336,1.099258,6.108944,354.3927,356.9026,0.003776735,0.3679248,1.068203,352.0663,4.877563,359.97,-0.03338059,-0.00248903,1.131087,355.9211,4.675905,0.6188268,-0.01516647,-0.418164,1.122797,9.655979,358.7249,359.9163,-0.05746933,-0.4956586,1.228852,358.3669,0.1018178,1.294489,0.1177805,0.3533652,1.081872,349.4926,350.3922,359.4402,0.1450115,-0.014036,1.150746,0.3157481,350.6525,356.8154,0.1102542,-0.4198793,1.10876,12.05766,1.447108,358.6071,0.1453854,-0.506038,1.218848,353.8455,0.705709,357.1016,0.06668649,0.5664158,1.075402,13.35491,354.0378,356.6105,0.06439098,0.6907038,1.131729,16.47882,336.7005,352.3716,0.009710147,0.8605517,1.145204,16.22275,340.7177,22.33951,-0.1038916,0.8611409,1.085246,349.0767,299.1189,64.65882,-0.1678777,0.6306199,1.015186,352.2285,297.4487,71.15206,-0.2341748,0.3917729,0.9425955,333.1401,6.434398,58.66403,0.09250268,0.9441171,1.191718,16.47882,336.7005,352.3716,0.0657884,1.013531,1.258124,352.4375,261.63,359.6333,0.1503464,0.8413587,1.194289,13.39168,330.6245,322.5186,0.2578785,0.8133139,1.237458,5.017387,294.7681,283.0336,0.3232754,0.5678051,1.255028,10.43859,296.0638,278.6233,0.390384,0.3158705,1.273058,346.7746,256.9444,295.9679,
1311,14.65221,0.06211194,0.442336,1.099258,6.108944,354.3927,356.9026,0.003776735,0.3679248,1.068203,352.0663,4.877563,359.97,-0.03338059,-0.00248903,1.131087,355.9211,4.675905,0.6188268,-0.01516647,-0.418164,1.122797,9.655979,358.7249,359.9163,-0.05746933,-0.4956586,1.228852,358.4659,0.1124476,0.9569857,0.1177805,0.3533652,1.081872,349.4926,350.3922,359.4402,0.1450115,-0.014036,1.150746,0.3157481,350.6525,356.8154,0.1102542,-0.4198793,1.10876,12.05766,1.447108,358.6071,0.1453854,-0.506038,1.218848,353.5172,0.8325765,357.0728,0.06668649,0.5664158,1.075402,13.35491,354.0378,356.6105,0.06439098,0.6907038,1.131729,16.47882,336.7005,352.3716,0.009710147,0.8605517,1.145204,16.22275,340.7177,22.33951,-0.1038916,0.8611409,1.085246,350.3341,297.8264,63.09447,-0.1643368,0.6327668,1.005658,353.4394,296.0748,69.56358,-0.2269651,0.3961442,0.9231961,335.6684,5.017467,56.9025,0.09250268,0.9441171,1.191718,16.47882,336.7005,352.3716,0.0657884,1.013531,1.258124,352.1147,261.5988,359.0661,0.1503464,0.8413587,1.194289,13.39168,330.6245,322.5186,0.2578785,0.8133139,1.237458,5.09302,294.7721,282.9343,0.3233959,0.5677995,1.254493,10.51644,296.0585,278.5245,0.3906281,0.3158591,1.271974,347.8778,256.0591,296.023,
1312,14.66332,0.06211194,0.442336,1.099258,6.108944,354.3927,356.9026,0.003776735,0.3679248,1.068203,352.0663,4.877563,359.97,-0.03338059,-0.00248903,1.131087,355.9211,4.675905,0.6188268,-0.01516647,-0.418164,1.122797,9.655979,358.7249,359.9163,-0.05746933,-0.4956586,1.228852,358.5564,0.05168269,0.8464417,0.1177805,0.3533652,1.081872,349.4926,350.3922,359.4402,0.1450115,-0.014036,1.150746,0.3157481,350.6525,356.8154,0.1102542,-0.4198793,1.10876,12.05766,1.447108,358.6071,0.1453854,-0.506038,1.218848,353.1866,1.153926,357.0695,0.06668649,0.5664158,1.075402,13.35491,354.0378,356.6105,0.06439098,0.6907038,1.131729,16.47882,336.7005,352.3716,0.009710147,0.8605517,1.145204,16.22275,340.7177,22.33951,-0.1038916,0.8611409,1.085246,351.584,296.3557,61.60363,-0.1600773,0.6350793,0.9964659,354.6428,294.5276,68.04479,-0.2182924,0.4008529,0.9044793,337.9258,3.717691,55.46402,0.09250268,0.9441171,1.191718,16.47882,336.7005,352.3716,0.0657884,1.013531,1.258124,351.785,261.5813,358.4705,0.1503464,0.8413587,1.194289,13.39168,330.6245,322.5186,0.2578785,0.8133139,1.237458,5.129015,294.7864,282.8873,0.3234574,0.5677975,1.254225,10.55348,296.0685,278.4777,0.3907526,0.3158549,1.271431,348.909,255.1319,295.8176,
1313,14.67469,0.06240916,0.4402551,1.09603,6.519419,354.0932,356.7811,0.004128783,0.3661552,1.064138,352.1594,4.659387,359.9156,-0.03367227,-0.004314661,1.126305,355.8606,4.4614,0.5389607,-0.01596849,-0.4200223,1.118567,8.843574,357.8587,359.7553,-0.06007504,-0.4958816,1.225069,358.6048,359.8979,1.165725,0.1180429,0.3513366,1.078269,349.7974,350.4344,359.4578,0.1457624,-0.0163849,1.145211,0.1561796,350.697,356.9453,0.1116982,-0.4224183,1.104517,11.54002,2.326922,358.882,0.1488409,-0.5074186,1.214845,352.9925,1.48438,356.9998,0.06727164,0.5645002,1.073108,14.98918,353.6542,356.4276,0.06463496,0.6871211,1.132963,18.32548,334.2022,350.999,0.01063632,0.8567589,1.151049,18.29939,337.3766,20.39821,-0.0998928,0.8621274,1.085817,356.5087,290.0394,57.78852,-0.1323301,0.6433999,0.9707136,350.1389,293.2668,69.04924,-0.2040231,0.4092299,0.8886343,339.3717,2.778366,54.72824,0.09223063,0.9377895,1.203753,18.32549,334.2022,350.999,0.06357185,1.004799,1.271797,351.4249,261.6447,357.7536,0.1492525,0.834543,1.204417,14.55758,326.8829,321.3139,0.2538157,0.8044806,1.253161,5.19248,294.8746,282.8815,0.3196568,0.559018,1.26969,10.61705,296.1564,278.4733,0.387221,0.307131,1.286652,349.9381,254.3714,295.5317,
1314,14.68608,0.06240916,0.4402551,1.09603,6.519419,354.0932,356.7811,0.004128783,0.3661552,1.064138,352.1594,4.659387,359.9156,-0.03367227,-0.004314661,1.126305,355.8606,4.4614,0.5389607,-0.01596849,-0.4200223,1.118567,8.843574,357.8587,359.7553,-0.06007504,-0.4958816,1.225069,358.5939,359.9498,1.111873,0.1180429,0.3513366,1.078269,349.7974,350.4344,359.4578,0.1457624,-0.0163849,1.145211,0.1561796,350.697,356.9453,0.1116982,-0.4224183,1.104517,11.54002,2.326922,358.882,0.1488409,-0.5074186,1.214845,353.5296,0.9908047,357.2812,0.06727164,0.5645002,1.073108,14.98918,353.6542,356.4276,0.06463496,0.6871211,1.132963,18.32548,334.2022,350.999,0.01063632,0.8567589,1.151049,18.29939,337.3766,20.39821,-0.0998928,0.8621274,1.085817,0.1866045,284.5772,53.83452,-0.1114008,0.6531671,0.9503704,346.7514,292.1547,69.53847,-0.1936717,0.4205283,0.87406,340.4518,2.572086,54.33918,0.09223063,0.9377895,1.203753,18.32549,334.2022,350.999,0.06357185,1.004799,1.271797,351.1278,261.7724,356.9409,0.1492525,0.834543,1.204417,14.55758,326.8829,321.3139,0.2538157,0.8044806,1.253161,5.26291,295.011,282.8739,0.3199559,0.5590776,1.269376,10.68766,296.2924,278.4673,0.3878274,0.3072515,1.286015,350.8953,253.7285,295.0369,
1315,14.6974,0.06240916,0.4402551,1.09603,6.519419,354.0932,356.7811,0.004128783,0.3661552,1.064138,352.1594,4.659387,359.9156,-0.03367227,-0.004314661,1.126305,355.8606,4.4614,0.5389607,-0.01596849,-0.4200223,1.118567,8.843574,357.8587,359.7553,-0.06007504,-0.4958816,1.225069,358.6053,359.9337,0.8477449,0.1180429,0.3513366,1.078269,349.7974,350.4344,359.4578,0.1457624,-0.0163849,1.145211,0.1561796,350.697,356.9453,0.1116982,-0.4224183,1.104517,11.54002,2.326922,358.882,0.1488409,-0.5074186,1.214845,353.6933,0.7771595,357.4639,0.06727164,0.5645002,1.073108,14.98918,353.6542,356.4276,0.06463496,0.6871211,1.132963,18.32548,334.2022,350.999,0.01063632,0.8567589,1.151049,18.29939,337.3766,20.39821,-0.0998928,0.8621274,1.085817,2.4886,280.5859,50.47472,-0.09627148,0.6624613,0.936609,345.1956,291.0816,69.34338,-0.1831838,0.4315319,0.8602517,341.6462,2.042258,54.02837,0.09223063,0.9377895,1.203753,18.32549,334.2022,350.999,0.06357185,1.004799,1.271797,350.8983,261.9105,356.1591,0.1492525,0.834543,1.204417,14.55758,326.8829,321.3139,0.2538157,0.8044806,1.253161,5.290127,295.1363,282.8154,0.3199921,0.5590596,1.268949,10.71617,296.4121,278.4085,0.3879006,0.307215,1.28515,351.662,253.3536,294.4731,
1316,14.70874,0.06542094,0.4411978,1.082169,7.678798,352.5836,356.5595,0.007896529,0.3678689,1.047265,350.2451,4.649696,359.4434,-0.03199901,-6.753206E-05,1.121915,355.4663,4.33855,0.3328499,-0.01554758,-0.4158717,1.117186,9.544028,358.3778,359.6849,-0.05873283,-0.4929977,1.223155,358.4244,0.1708128,1.057648,0.121389,0.3525662,1.064028,348.6255,349.7387,359.2652,0.1457184,-0.01394725,1.13849,358.6192,349.9664,356.8387,0.1095328,-0.4206887,1.107968,9.7523,2.268926,358.6038,0.1463696,-0.502317,1.220913,353.9816,0.5607035,357.7069,0.07102401,0.5658783,1.06194,19.49897,351.8979,356.0181,0.06617036,0.6833891,1.131172,22.81376,329.6296,348.2737,0.01106951,0.8509985,1.161021,22.83975,333.626,18.60283,-0.09581306,0.8614213,1.090536,4.086113,277.3101,47.4819,-0.08002932,0.6705729,0.9309413,344.5409,290.0247,68.67811,-0.1686319,0.441434,0.8512077,343.8306,1.561658,54.02991,0.08914691,0.9265369,1.225822,22.81375,329.6297,348.2737,0.05622943,0.987313,1.297686,350.716,262.0941,355.3183,0.146056,0.8233495,1.220774,17.34193,319.8882,317.4979,0.244396,0.7869294,1.277484,5.352379,295.3173,282.7466,0.3107394,0.5415159,1.292676,10.77991,296.5868,278.3402,0.3788191,0.2896791,1.308266,352.4056,253.073,293.9631,
1317,14.72015,0.06542094,0.4411978,1.082169,7.678798,352.5836,356.5595,0.007896529,0.3678689,1.047265,350.2451,4.649696,359.4434,-0.03199901,-6.753206E-05,1.121915,355.4663,4.33855,0.3328499,-0.01554758,-0.4158717,1.117186,9.544028,358.3778,359.6849,-0.05873283,-0.4929977,1.223155,358.8138,359.777,1.485962,0.121389,0.3525662,1.064028,348.6255,349.7387,359.2652,0.1457184,-0.01394725,1.13849,358.6192,349.9664,356.8387,0.1095328,-0.4206887,1.107968,9.7523,2.268926,358.6038,0.1463696,-0.502317,1.220913,354.1834,0.6140428,357.7405,0.07102401,0.5658783,1.06194,19.49897,351.8979,356.0181,0.06617036,0.6833891,1.131172,22.81376,329.6296,348.2737,0.01106951,0.8509985,1.161021,22.83975,333.626,18.60283,-0.09581306,0.8614213,1.090536,5.538858,273.7897,44.62176,-0.06684081,0.6795475,0.9225326,343.6204,288.9702,68.12638,-0.1578986,0.4523196,0.8401397,346.1797,1.064205,54.25752,0.08914691,0.9265369,1.225822,22.81375,329.6297,348.2737,0.05622943,0.987313,1.297686,350.5222,262.3275,354.3684,0.146056,0.8233495,1.220774,17.34193,319.8882,317.4979,0.244396,0.7869294,1.277484,5.399069,295.5003,282.7224,0.3109242,0.5415418,1.292282,10.82714,296.7677,278.3168,0.3791937,0.2897316,1.307468,352.8549,253.5505,293.6641,
1318,14.73193,0.06542094,0.4411978,1.082169,7.678798,352.5836,356.5595,0.007896529,0.3678689,1.047265,350.2451,4.649696,359.4434,-0.03199901,-6.753206E-05,1.121915,355.4663,4.33855,0.3328499,-0.01554758,-0.4158717,1.117186,9.544028,358.3778,359.6849,-0.05873283,-0.4929977,1.223155,358.7008,359.5927,2.065572,0.121389,0.3525662,1.064028,348.6255,349.7387,359.2652,0.1457184,-0.01394725,1.13849,358.6192,349.9664,356.8387,0.1095328,-0.4206887,1.107968,9.7523,2.268926,358.6038,0.1463696,-0.502317,1.220913,354.5675,0.333264,357.8779,0.07102401,0.5658783,1.06194,19.49897,351.8979,356.0181,0.06617036,0.6833891,1.131172,22.81376,329.6296,348.2737,0.01106951,0.8509985,1.161021,22.83975,333.626,18.60283,-0.09581306,0.8614213,1.090536,6.484412,270.8472,42.09818,-0.05622146,0.6876606,0.9162305,343.2051,287.9899,67.21489,-0.1480923,0.4625348,0.8291062,348.1872,0.8050771,54.83305,0.08914691,0.9265369,1.225822,22.81375,329.6297,348.2737,0.05622943,0.987313,1.297686,350.3419,262.5328,353.4887,0.146056,0.8233495,1.220774,17.34193,319.8882,317.4979,0.244396,0.7869294,1.277484,5.500901,295.7883,282.6623,0.3112803,0.541594,1.29152,10.93028,297.0503,278.2581,0.3799152,0.2898371,1.305924,353.4348,253.8041,293.4912,
1319,14.74532,0.0677435,0.4435927,1.068139,13.067,349.4117,355.5421,0.01211352,0.3742171,1.023454,347.2402,2.396742,358.5662,-0.03561534,0.0112443,1.115727,354.9156,1.848678,359.9041,-0.02194376,-0.4046874,1.115822,9.999058,357.0763,359.4642,-0.06771857,-0.4825093,1.220182,358.2275,359.3029,2.1466,0.1245768,0.356815,1.044546,347.2787,345.062,359.1149,0.139588,-0.008070827,1.128818,357.9745,345.2619,356.5186,0.102672,-0.4148187,1.099273,9.718096,0.4466555,358.619,0.1359152,-0.4963703,1.213383,354.3996,0.5858194,357.8836,0.07439977,0.5696045,1.060228,20.72976,348.8257,355.1256,0.06740816,0.6855139,1.131934,26.76332,327.2894,346.3638,0.009655538,0.849911,1.172654,27.07754,330.446,13.10226,-0.0954817,0.872294,1.102327,7.112241,268.2117,39.52061,-0.04676185,0.7069357,0.9222558,343.0923,287.0385,66.19985,-0.1382432,0.4838496,0.8296473,349.6745,0.9174038,56.51128,0.08513788,0.9211211,1.244992,26.76332,327.2894,346.3638,0.04965047,0.9760569,1.320254,350.1163,262.8138,352.5421,0.1433177,0.8191289,1.233835,23.17358,320.1494,319.9977,0.2442632,0.7894445,1.289888,5.591861,296.0953,282.676,0.3115969,0.5442051,1.303449,11.02089,297.359,278.2741,0.3806928,0.292547,1.317365,353.8902,254.5308,293.5458,
1320,14.75495,0.0677435,0.4435927,1.068139,13.067,349.4117,355.5421,0.01211352,0.3742171,1.023454,347.2402,2.396742,358.5662,-0.03561534,0.0112443,1.115727,354.9156,1.848678,359.9041,-0.02194376,-0.4046874,1.115822,9.999058,357.0763,359.4642,-0.06771857,-0.4825093,1.220182,358.4029,359.69,1.662672,0.1245768,0.356815,1.044546,347.2787,345.062,359.1149,0.139588,-0.008070827,1.128818,357.9745,345.2619,356.5186,0.102672,-0.4148187,1.099273,9.718096,0.4466555,358.619,0.1359152,-0.4963703,1.213383,354.0472,1.119435,357.7215,0.07439977,0.5696045,1.060228,20.72976,348.8257,355.1256,0.06740816,0.6855139,1.131934,26.76332,327.2894,346.3638,0.009655538,0.849911,1.172654,27.07754,330.446,13.10226,-0.0954817,0.872294,1.102327,7.432357,265.8205,36.74244,-0.03894825,0.7160997,0.9164508,343.0665,286.032,65.58848,-0.129216,0.4942309,0.8198147,350.3172,1.098637,58.47961,0.08513788,0.9211211,1.244992,26.76332,327.2894,346.3638,0.04965047,0.9760569,1.320254,349.9484,263.0963,351.5895,0.1433177,0.8191289,1.233835,23.17358,320.1494,319.9977,0.2442632,0.7894445,1.289888,5.695358,296.502,282.6819,0.3120988,0.5443084,1.302796,11.12422,297.7668,278.2824,0.3817098,0.292756,1.316042,354.1432,255.4758,293.738,
1321,14.76804,0.0677435,0.4435927,1.068139,13.067,349.4117,355.5421,0.01211352,0.3742171,1.023454,347.2402,2.396742,358.5662,-0.03561534,0.0112443,1.115727,354.9156,1.848678,359.9041,-0.02194376,-0.4046874,1.115822,9.999058,357.0763,359.4642,-0.06771857,-0.4825093,1.220182,358.8175,0.09126499,1.203611,0.1245768,0.356815,1.044546,347.2787,345.062,359.1149,0.139588,-0.008070827,1.128818,357.9745,345.2619,356.5186,0.102672,-0.4148187,1.099273,9.718096,0.4466555,358.619,0.1359152,-0.4963703,1.213383,354.09,1.227077,358.2831,0.07439977,0.5696045,1.060228,20.72976,348.8257,355.1256,0.06740816,0.6855139,1.131934,26.76332,327.2894,346.3638,0.009655538,0.849911,1.172654,27.07754,330.446,13.10226,-0.0954817,0.872294,1.102327,7.458647,263.7149,33.70529,-0.03250924,0.7262984,0.9103312,343.2111,284.9908,65.18065,-0.1206514,0.505087,0.810286,350.8873,1.342356,60.31287,0.08513788,0.9211211,1.244992,26.76332,327.2894,346.3638,0.04965047,0.9760569,1.320254,349.8379,263.4211,350.6241,0.1433177,0.8191289,1.233835,23.17358,320.1494,319.9977,0.2442632,0.7894445,1.289888,5.80619,296.9675,282.6709,0.3126031,0.5444071,1.301987,11.23526,298.2316,278.2737,0.3827315,0.2929561,1.314402,354.2734,256.2361,293.7686,
1322,14.77734,0.06684829,0.439886,1.05841,14.16908,348.3297,355.5352,0.01233157,0.3711787,1.011381,345.7583,2.420901,358.505,-0.03536283,0.01071352,1.113025,354.7017,1.789443,0.07275731,-0.02042354,-0.4051715,1.114645,10.01677,356.1892,359.5554,-0.06771398,-0.4830894,1.218255,358.9049,359.8718,1.637499,0.1244429,0.3537653,1.034262,346.5458,344.0444,359.3438,0.1381157,-0.009954989,1.123645,357.6491,344.2865,356.6411,0.1019167,-0.4168966,1.095938,10.32837,0.1818824,358.7289,0.1347464,-0.4996006,1.209336,354.9167,0.5051365,359.1413,0.07317635,0.566047,1.053004,24.01035,347.5526,354.9642,0.06355871,0.6776448,1.130972,26.89635,324.0983,344.0032,0.009053618,0.8427328,1.17334,27.29782,326.6618,11.00248,-0.09187156,0.8692494,1.098428,7.349324,261.8072,30.77651,-0.02306569,0.7333892,0.90107,343.4317,283.9688,64.75288,-0.1087456,0.5128121,0.7975458,352.0191,1.500908,61.49741,0.08378502,0.910072,1.250033,26.89634,324.0983,344.0032,0.04709461,0.9643537,1.325193,349.8119,263.8322,349.6434,0.1393977,0.8066811,1.238661,22.89756,316.811,317.7176,0.2368995,0.772762,1.298294,5.928705,297.4319,282.6829,0.3058232,0.5278524,1.309644,11.35749,298.6978,278.2886,0.3765508,0.2765325,1.32129,354.4557,257.0628,293.5923,
1323,14.78825,0.06684829,0.439886,1.05841,14.16908,348.3297,355.5352,0.01233157,0.3711787,1.011381,345.7583,2.420901,358.505,-0.03536283,0.01071352,1.113025,354.7017,1.789443,0.07275731,-0.02042354,-0.4051715,1.114645,10.01677,356.1892,359.5554,-0.06771398,-0.4830894,1.218255,358.8101,359.5928,1.681398,0.1244429,0.3537653,1.034262,346.5458,344.0444,359.3438,0.1381157,-0.009954989,1.123645,357.6491,344.2865,356.6411,0.1019167,-0.4168966,1.095938,10.32837,0.1818824,358.7289,0.1347464,-0.4996006,1.209336,356.0729,0.05259486,359.0714,0.07317635,0.566047,1.053004,24.01035,347.5526,354.9642,0.06355871,0.6776448,1.130972,26.89635,324.0983,344.0032,0.009053618,0.8427328,1.17334,27.29782,326.6618,11.00248,-0.09187156,0.8692494,1.098428,7.374994,260.1721,28.18282,-0.01755025,0.7427561,0.8968884,343.7441,283.3634,63.88129,-0.1012499,0.5236595,0.788705,353.5135,1.68238,62.39212,0.08378502,0.910072,1.250033,26.89634,324.0983,344.0032,0.04709461,0.9643537,1.325193,349.8078,264.2347,348.6634,0.1393977,0.8066811,1.238661,22.89756,316.811,317.7176,0.2368995,0.772762,1.298294,6.043624,297.5699,282.5341,0.305996,0.5278578,1.308671,11.47566,298.822,278.1403,0.3769011,0.2765438,1.319319,354.5666,258.0554,293.2172,
1324,14.79997,0.06684829,0.439886,1.05841,14.16908,348.3297,355.5352,0.01233157,0.3711787,1.011381,345.7583,2.420901,358.505,-0.03536283,0.01071352,1.113025,354.7017,1.789443,0.07275731,-0.02042354,-0.4051715,1.114645,10.01677,356.1892,359.5554,-0.06771398,-0.4830894,1.218255,359.2548,359.7644,1.329108,0.1244429,0.3537653,1.034262,346.5458,344.0444,359.3438,0.1381157,-0.009954989,1.123645,357.6491,344.2865,356.6411,0.1019167,-0.4168966,1.095938,10.32837,0.1818824,358.7289,0.1347464,-0.4996006,1.209336,356.8473,0.6262718,357.9166,0.07317635,0.566047,1.053004,24.01035,347.5526,354.9642,0.06355871,0.6776448,1.130972,26.89635,324.0983,344.0032,0.009053618,0.8427328,1.17334,27.29782,326.6618,11.00248,-0.09187156,0.8692494,1.098428,7.904051,258.7927,25.64993,-0.01177258,0.7524942,0.893258,344.3338,283.4099,62.70999,-0.09374829,0.5353264,0.7799851,355.3443,1.474552,62.81254,0.08378502,0.910072,1.250033,26.89634,324.0983,344.0032,0.04709461,0.9643537,1.325193,349.9521,264.6084,347.6746,0.1393977,0.8066811,1.238661,22.89756,316.811,317.7176,0.2368995,0.772762,1.298294,6.32002,297.0727,282.2197,0.3063531,0.5279122,1.307502,11.75871,298.2955,277.8273,0.3776245,0.2766537,1.316951,354.5586,259.1302,292.7123,
