epoch,loss,lr,val_loss
1,5606.171875,0.001,5607.6650390625
2,5606.16796875,0.001,5607.66552734375
3,5606.17578125,0.001,5607.66455078125
0,21897.96484375,0.001,21911.595703125
1,21897.818359375,0.001,21911.595703125
2,21897.869140625,0.001,21911.595703125
3,21897.84375,0.001,21911.599609375
4,21897.833984375,0.001,21911.595703125
5,21897.81640625,0.001,21911.599609375
6,21897.826171875,0.001,21911.595703125
7,21897.849609375,0.001,21911.599609375
8,21897.83203125,0.00020000001,21911.595703125
9,21897.830078125,0.00020000001,21911.595703125
10,21897.87109375,0.00020000001,21911.595703125
11,21897.85546875,0.00020000001,21911.595703125
12,21897.849609375,0.00020000001,21911.59765625
13,21897.80859375,0.00020000001,21911.595703125
0,21897.927734375,0.001,21911.599609375
1,21897.828125,0.001,21911.595703125
0,16467.291015625,0.001,16476.939453125
1,16467.275390625,0.001,16476.939453125
0,16467.287109375,1e-04,16476.939453125
0,16467.259765625,0.001,16476.939453125
0,16467.3984375,0.001,16476.939453125
1,16467.263671875,0.001,16476.939453125
2,16467.31640625,0.001,16476.939453125
0,16467.302734375,0.01,16476.939453125
1,16467.2734375,0.01,16476.939453125
2,16467.26171875,0.01,16476.939453125
3,16467.26953125,0.01,16476.939453125
4,16467.298828125,0.01,16476.939453125
5,16467.28515625,0.01,16476.939453125
6,16467.271484375,0.01,16476.94921875
7,16467.291015625,0.01,16476.939453125
0,4940.591796875,0.001,4900.4189453125
1,4899.24072265625,0.001,4900.25927734375
2,4898.90234375,0.001,4906.740234375
0,5069.2060546875,0.001,5067.755859375
1,5067.89453125,0.001,5067.94091796875
2,5064.4677734375,0.001,5091.10888671875
3,5060.4375,0.001,5113.1552734375
0,5104.2412109375,0.001,5067.7099609375
1,5068.2431640625,0.001,5067.6650390625
2,5067.375,0.001,5067.82177734375
3,5065.8515625,0.001,5072.984375
0,5606.328125,0.001,5607.7978515625
1,5606.2939453125,0.001,5607.79541015625
0,5103.71875,0.001,5067.890625
1,5068.30078125,0.001,5067.69775390625
2,5066.3359375,0.001,5068.958984375
3,5063.5556640625,0.001,5206.84326171875
4,5066.63623046875,0.001,5086.67822265625
5,5061.77685546875,0.001,5080.900390625
6,5053.22509765625,0.00020000001,5112.45068359375
7,5049.77392578125,0.00020000001,5170.40673828125
8,5047.06396484375,0.00020000001,5099.58251953125
9,5045.3037109375,0.00020000001,5157.04638671875
10,5043.0244140625,1e-04,5565.30322265625
11,5041.33251953125,1e-04,5223.3291015625
12,5039.96142578125,1e-04,5167.71875
13,5038.65966796875,1e-04,5247.17041015625
14,5036.88134765625,1e-04,5282.65234375
15,5036.22509765625,1e-04,5459.3291015625
16,5034.2958984375,1e-04,5348.955078125
17,5033.9306640625,1e-04,6162.1162109375
18,5032.404296875,1e-04,5391.02001953125
19,5030.83837890625,1e-04,5366.0888671875
20,5029.81640625,1e-04,5303.76171875
21,5028.3740234375,1e-04,5588.599609375
22,5027.05908203125,1e-04,5403.75537109375
23,5025.29931640625,1e-04,5558.17578125
24,5024.32861328125,1e-04,5774.5517578125
25,5022.96533203125,1e-04,5450.86669921875
26,5020.90283203125,1e-04,5360.12353515625
27,5018.970703125,1e-04,5306.3388671875
28,5017.6474609375,1e-04,5448.5625
29,5016.8046875,1e-04,5804.76904296875
30,5015.654296875,1e-04,5762.76611328125
31,5013.9521484375,1e-04,5798.4306640625
32,5013.166015625,1e-04,5991.97314453125
33,5010.759765625,1e-04,5924.25244140625
34,5009.3505859375,1e-04,6526.62548828125
35,5008.0966796875,1e-04,5858.6318359375
36,5006.2626953125,1e-04,6189.61572265625
37,5005.1025390625,1e-04,6117.61474609375
38,5002.6728515625,1e-04,5773.98876953125
39,5001.42236328125,1e-04,9018.3310546875
40,4999.775390625,1e-04,6483.41015625
41,4998.61376953125,1e-04,5677.36572265625
42,4997.28173828125,1e-04,7509.8642578125
43,4994.95361328125,1e-04,5652.92578125
44,4994.01171875,1e-04,6849.79541015625
45,4991.89013671875,1e-04,5743.68505859375
46,4989.87939453125,1e-04,5652.87646484375
47,4987.52978515625,1e-04,9042.2958984375
48,4986.3974609375,1e-04,7664.53076171875
49,4984.42919921875,1e-04,5666.99609375
0,5606.326171875,0.001,5607.79541015625
1,5606.2958984375,0.001,5607.7958984375
2,5606.2919921875,0.001,5607.7939453125
3,5606.296875,0.001,5607.7939453125
4,5606.298828125,0.001,5607.79345703125
5,5606.29150390625,0.001,5607.79296875
6,5606.29443359375,0.001,5607.794921875
7,5606.29541015625,0.001,5607.79443359375
8,5606.2939453125,0.001,5607.79443359375
9,5606.2978515625,0.001,5607.7939453125
10,5606.28466796875,0.001,5607.79541015625
11,5606.28955078125,0.001,5607.79345703125
12,5606.2880859375,0.001,5607.7958984375
13,5606.29296875,0.00020000001,5607.79296875
14,5606.287109375,0.00020000001,5607.79296875
15,5606.29541015625,0.00020000001,5607.79296875
16,5606.2978515625,0.00020000001,5607.79296875
17,5606.28662109375,0.00020000001,5607.79345703125
18,5606.29248046875,0.00020000001,5607.79345703125
19,5606.294921875,0.00020000001,5607.79296875
20,5606.28955078125,4.0000003e-05,5607.79296875
21,5606.29443359375,4.0000003e-05,5607.79296875
22,5606.29541015625,4.0000003e-05,5607.79296875
23,5606.29443359375,4.0000003e-05,5607.79296875
24,5606.2958984375,4.0000003e-05,5607.79296875
25,5606.29443359375,4.0000003e-05,5607.79296875
26,5606.287109375,4.0000003e-05,5607.79296875
27,5606.2919921875,1e-05,5607.79296875
28,5606.29150390625,1e-05,5607.79296875
29,5606.29248046875,1e-05,5607.79296875
30,5606.28857421875,1e-05,5607.79296875
31,5606.2998046875,1e-05,5607.79296875
32,5606.29345703125,1e-05,5607.79296875
33,5606.2958984375,1e-05,5607.79296875
34,5606.2880859375,1e-05,5607.79296875
35,5606.30810546875,1e-05,5607.79296875
36,5606.2919921875,1e-05,5607.79296875
37,5606.298828125,1e-05,5607.79296875
38,5606.2890625,1e-05,5607.79296875
39,5606.28662109375,1e-05,5607.79296875
40,5606.30712890625,1e-05,5607.79296875
41,5606.29541015625,1e-05,5607.79296875
42,5606.29052734375,1e-05,5607.79296875
43,5606.29833984375,1e-05,5607.79296875
44,5606.2861328125,1e-05,5607.79296875
45,5606.29443359375,1e-05,5607.79296875
46,5606.29052734375,1e-05,5607.79296875
47,5606.2890625,1e-05,5607.79296875
48,5606.29345703125,1e-05,5607.79296875
49,5606.302734375,1e-05,5607.79296875
0,5759.8017578125,0.001,2416.08837890625
1,5760.0849609375,0.001,2463.661376953125
2,5760.47802734375,0.001,2435.923095703125
3,5759.72119140625,0.001,2479.012451171875
4,5759.818359375,0.001,2474.356689453125
5,5759.28271484375,0.001,2446.30126953125
6,5758.55419921875,0.001,2421.36474609375
7,5759.52587890625,0.001,2458.264892578125
8,5756.72509765625,0.00020000001,2451.797119140625
9,5756.43896484375,0.00020000001,2442.135009765625
10,5756.3818359375,0.00020000001,2443.13623046875
11,5756.34521484375,0.00020000001,2428.711669921875
12,5756.4091796875,0.00020000001,2436.888427734375
13,5756.365234375,0.00020000001,2436.634521484375
14,5756.32958984375,0.00020000001,2433.850341796875
15,5755.86474609375,4.0000003e-05,2436.4892578125
16,5755.814453125,4.0000003e-05,2435.9189453125
17,5755.78271484375,4.0000003e-05,2437.835205078125
18,5755.79150390625,4.0000003e-05,2438.381103515625
19,5755.76806640625,4.0000003e-05,2438.175048828125
20,5755.77001953125,4.0000003e-05,2438.802001953125
21,5755.77685546875,4.0000003e-05,2436.78955078125
22,5755.6337890625,1e-05,2437.3388671875
23,5755.615234375,1e-05,2437.46826171875
24,5755.62060546875,1e-05,2437.453125
25,5755.62890625,1e-05,2437.525390625
26,5755.62060546875,1e-05,2437.690185546875
27,5755.62158203125,1e-05,2437.628173828125
28,5755.60400390625,1e-05,2437.934814453125
29,5755.64208984375,1e-05,2437.968994140625
30,5755.61767578125,1e-05,2437.959228515625
31,5755.6376953125,1e-05,2438.0625
32,5755.61962890625,1e-05,2438.095458984375
33,5755.6240234375,1e-05,2437.839599609375
34,5755.61279296875,1e-05,2437.654052734375
35,5755.62939453125,1e-05,2437.875
36,5755.61767578125,1e-05,2437.759033203125
37,5755.6298828125,1e-05,2437.910888671875
38,5755.61767578125,1e-05,2438.048828125
39,5755.623046875,1e-05,2437.864013671875
40,5755.62744140625,1e-05,2437.82763671875
41,5755.6181640625,1e-05,2437.84521484375
42,5755.61767578125,1e-05,2438.00830078125
43,5755.6064453125,1e-05,2437.908935546875
44,5755.58154296875,1e-05,2437.8203125
45,5755.6162109375,1e-05,2437.7275390625
46,5755.60205078125,1e-05,2437.847900390625
47,5755.61669921875,1e-05,2437.9560546875
48,5755.6162109375,1e-05,2437.734375
49,5755.615234375,1e-05,2437.802001953125
0,5691.6318359375,1e-04,1704.4625244140625
1,4660.60498046875,1e-04,1506.17578125
2,4156.2294921875,1e-04,1439.097412109375
3,3912.505615234375,1e-04,1351.5618896484375
4,3736.650634765625,1e-04,1360.510986328125
5,3584.1318359375,1e-04,1315.638916015625
6,3450.48828125,1e-04,1343.3560791015625
7,3326.02734375,1e-04,1268.9901123046875
8,3226.43310546875,1e-04,1169.18017578125
9,3149.380859375,1e-04,1191.6907958984375
10,3087.0576171875,1e-04,1245.7808837890625
11,3021.795654296875,1e-04,1175.289306640625
12,2948.72607421875,1e-04,1195.0938720703125
13,2878.43701171875,1e-04,1151.9425048828125
14,2818.210693359375,1e-04,1151.261962890625
15,2758.765380859375,1e-04,1153.38916015625
16,2706.130859375,1e-04,1151.2135009765625
17,2663.614990234375,1e-04,1131.919677734375
18,2626.625732421875,1e-04,1140.9771728515625
19,2590.071533203125,1e-04,1089.4188232421875
20,2554.240234375,1e-04,1112.8955078125
21,2519.63818359375,1e-04,1135.02294921875
22,2486.81201171875,1e-04,1102.4031982421875
23,2442.55126953125,1e-04,1108.2628173828125
24,2393.780029296875,1e-04,1089.966064453125
25,2346.964599609375,1e-04,1117.496826171875
26,2302.194580078125,1e-04,1105.2864990234375
27,2216.20458984375,2e-05,1072.279052734375
28,2197.52197265625,2e-05,1074.6668701171875
29,2184.62158203125,2e-05,1091.63623046875
30,2171.26611328125,2e-05,1085.9088134765625
31,2160.438720703125,2e-05,1094.2967529296875
32,2149.927490234375,2e-05,1086.302734375
33,2139.098388671875,2e-05,1071.3572998046875
34,2128.88525390625,2e-05,1086.3182373046875
35,2118.36669921875,2e-05,1087.87646484375
36,2109.112548828125,2e-05,1103.368408203125
37,2099.471923828125,2e-05,1099.337158203125
38,2090.210693359375,2e-05,1092.197021484375
39,2080.69873046875,2e-05,1104.9205322265625
40,2072.382080078125,2e-05,1102.71826171875
41,2057.02978515625,1e-05,1100.60498046875
42,2051.989013671875,1e-05,1107.8408203125
43,2047.6524658203125,1e-05,1090.8917236328125
44,2042.603759765625,1e-05,1093.3546142578125
45,2038.8863525390625,1e-05,1089.9825439453125
46,2034.5003662109375,1e-05,1114.2156982421875
47,2030.5302734375,1e-05,1099.1827392578125
48,2026.2581787109375,1e-05,1100.406494140625
49,2022.5247802734375,1e-05,1104.349609375
0,6180.93994140625,1e-04,1734.332763671875
1,5669.748046875,1e-04,1382.0164794921875
2,5307.63330078125,1e-04,1254.5228271484375
3,5125.3359375,1e-04,1233.548828125
4,5006.25439453125,1e-04,1220.6424560546875
5,4912.08203125,1e-04,1159.560791015625
6,4837.4970703125,1e-04,1150.818603515625
7,4780.2470703125,1e-04,1150.1185302734375
8,4736.947265625,1e-04,1187.30517578125
9,4704.47265625,1e-04,1130.47265625
10,4679.40283203125,1e-04,1137.39306640625
11,4662.9853515625,1e-04,1095.485107421875
12,4649.02197265625,1e-04,1130.96142578125
13,4637.3271484375,1e-04,1129.2518310546875
14,4625.82666015625,1e-04,1125.68017578125
15,4618.62548828125,1e-04,1106.894287109375
16,4608.04296875,1e-04,1114.7708740234375
17,4601.10888671875,1e-04,1144.9873046875
18,4595.369140625,1e-04,1114.84814453125
19,4589.2275390625,1e-04,1131.4095458984375
20,4584.45703125,1e-04,1124.4989013671875
21,4579.3369140625,1e-04,1124.360107421875
22,4574.76318359375,1e-04,1118.4111328125
23,4572.330078125,1e-04,1107.593017578125
24,4567.84716796875,1e-04,1137.9158935546875
25,4564.52001953125,1e-04,1099.1514892578125
26,4562.38525390625,1e-04,1119.825927734375
27,4558.44384765625,1e-04,1087.5413818359375
28,4556.06494140625,1e-04,1115.7850341796875
29,4554.24951171875,1e-04,1106.233642578125
30,4551.912109375,1e-04,1081.6124267578125
31,4549.486328125,1e-04,1101.052001953125
32,4548.11962890625,1e-04,1115.1990966796875
33,4545.9931640625,1e-04,1090.2904052734375
34,4543.31201171875,1e-04,1102.9442138671875
35,4541.36279296875,1e-04,1106.521240234375
36,4540.46728515625,1e-04,1123.92236328125
37,4537.7880859375,1e-04,1137.56640625
38,4536.60107421875,1e-04,1072.6805419921875
39,4535.1806640625,1e-04,1099.127685546875
40,4534.13720703125,1e-04,1095.115478515625
41,4531.9375,1e-04,1126.2064208984375
42,4530.673828125,1e-04,1112.2161865234375
43,4529.3798828125,1e-04,1111.626708984375
44,4526.92529296875,1e-04,1119.9920654296875
45,4527.0498046875,1e-04,1096.6375732421875
46,4524.2744140625,1e-04,1120.598876953125
47,4523.75927734375,1e-04,1107.02490234375
48,4522.93994140625,1e-04,1105.893798828125
49,4522.1396484375,1e-04,1104.419189453125
